profile_id,condition,gender,age_band,race,education,income,party,state
p30870,Model accuracy,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Wisconsin
p30871,Model accuracy,Female,45-59,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Independent,Florida
p30872,Model accuracy,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Ohio
p30873,Model accuracy,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,California
p30874,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,Arizona
p30875,Model accuracy,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Wisconsin
p30876,Model accuracy,Female,18-29,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Indiana
p30877,Model accuracy,Male,30-44,Black / African American,High school diploma / GED,"$56,000 to $99,999",Republican,Kansas
p30878,Model accuracy,Female,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,Arizona
p30879,Model accuracy,Male,18-29,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,Florida
p30880,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,Alabama
p30881,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,Tennessee
p30882,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other,Indiana
p30883,Model accuracy,Male,30-44,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,California
p30884,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Pennsylvania
p30885,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Ohio
p30886,Model accuracy,Female,60+,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat,New Hampshire
p30887,Model accuracy,Male,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,New York
p30888,Model accuracy,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,Texas
p30889,Model accuracy,Female,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican,California
p30890,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,Tennessee
p30891,Model accuracy,Female,45-59,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,Indiana
p30892,Model accuracy,Female,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Republican,North Carolina
p30893,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Ohio
p30894,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,California
p30895,Model accuracy,Female,30-44,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,Iowa
p30896,Model accuracy,Female,45-59,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Texas
p30897,Model accuracy,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Pennsylvania
p30898,Model accuracy,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,Washington
p30899,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,New York
p30900,Model accuracy,Female,60+,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Republican,Florida
p30901,Model accuracy,Male,30-44,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,Ohio
p30902,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,California
p30903,Model accuracy,Male,18-29,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican,Virginia
p30904,Model accuracy,Male,45-59,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,Utah
p30905,Model accuracy,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat,Virginia
p30906,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Oklahoma
p30907,Model accuracy,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,Illinois
p30908,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Kentucky
p30909,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Florida
p30910,Model accuracy,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Iowa
p30911,Model accuracy,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Georgia
p30912,Model accuracy,Male,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,Colorado
p30913,Model accuracy,Male,30-44,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent,Illinois
p30914,Model accuracy,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican,Oklahoma
p30915,Model accuracy,Female,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,Kansas
p30916,Model accuracy,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Louisiana
p30917,Model accuracy,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Oklahoma
p30918,Model accuracy,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Ohio
p30919,Model accuracy,Female,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,California
p30920,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Oklahoma
p30921,Model accuracy,Female,60+,Asian / Asian American,Bachelor's degree,"Less than $30,000",Other,Oregon
p30922,Model accuracy,Female,30-44,Black / African American,High school diploma / GED,"$168,000 or more",Democrat,Mississippi
p30923,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Georgia
p30924,Model accuracy,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,New Mexico
p30925,Model accuracy,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Illinois
p30926,Model accuracy,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Texas
p30927,Model accuracy,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,New York
p30928,Model accuracy,Male,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Other,Oklahoma
p30929,Model accuracy,Male,60+,Other,High school diploma / GED,"$30,000 to $55,999",Independent,Kentucky
p30930,Model accuracy,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Texas
p30931,Model accuracy,Female,18-29,Black / African American,Bachelor's degree,"$168,000 or more",Independent,Oklahoma
p30932,Model accuracy,Female,30-44,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Republican,Florida
p30933,Model accuracy,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Oklahoma
p30934,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Maine
p30935,Model accuracy,Female,60+,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,Tennessee
p30936,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,California
p30937,Model accuracy,Female,45-59,Black / African American,Bachelor's degree,"$168,000 or more",Other,Florida
p30938,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Michigan
p30939,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Florida
p30940,Model accuracy,Female,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,Arizona
p30941,Model accuracy,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,North Carolina
p30942,Model accuracy,Male,30-44,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,Louisiana
p30943,Model accuracy,Female,18-29,Black / African American,High school diploma / GED,"$168,000 or more",Independent,Washington
p30944,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Delaware
p30945,Model accuracy,Male,60+,White / Caucasian,Less than high school,"Less than $30,000",Independent,New Hampshire
p30946,Model accuracy,Male,60+,White / Caucasian,Less than high school,"Less than $30,000",Democrat,New York
p30947,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Florida
p30948,Model accuracy,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,Massachusetts
p30949,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,Florida
p30950,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,Arizona
p30951,Model accuracy,Other,60+,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat,Georgia
p30952,Model accuracy,Female,30-44,Other,Some college or Associate's degree,"$100,000 to $167,999",Independent,Rhode Island
p30953,Model accuracy,Male,18-29,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Independent,Ohio
p30954,Model accuracy,Male,18-29,Asian / Asian American,Less than high school,"$168,000 or more",Independent,Wisconsin
p30955,Model accuracy,Female,45-59,Black / African American,Bachelor's degree,"Less than $30,000",Republican,Ohio
p30956,Model accuracy,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,North Carolina
p30957,Model accuracy,Male,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,Indiana
p30958,Model accuracy,Male,18-29,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Independent,Maine
p30959,Model accuracy,Female,60+,Hispanic / Latino,Master's degree / Professional degree,"Less than $30,000",Republican,Georgia
p30960,Model accuracy,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Mississippi
p30961,Model accuracy,Female,18-29,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Hawaii
p30962,Model accuracy,Male,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Independent,Georgia
p30963,Model accuracy,Male,18-29,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,New York
p30964,Model accuracy,Female,18-29,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat,Washington
p30965,Model accuracy,Male,60+,Black / African American,Some college or Associate's degree,"$168,000 or more",Other,Colorado
p30966,Model accuracy,Male,60+,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Independent,California
p30967,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,Texas
p30968,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,New York
p30969,Model accuracy,Male,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,New York
p30970,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Ohio
p30971,Model accuracy,Male,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Alaska
p30972,Model accuracy,Male,60+,Other,Bachelor's degree,"$100,000 to $167,999",Independent,Iowa
p30973,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Pennsylvania
p30974,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,Wisconsin
p30975,Model accuracy,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Republican,Utah
p30976,Model accuracy,Other,60+,White / Caucasian,Less than high school,"$30,000 to $55,999",Democrat,Pennsylvania
p30977,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Massachusetts
p30978,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,Missouri
p30979,Model accuracy,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Maryland
p30980,Model accuracy,Female,30-44,Other,Some college or Associate's degree,"Less than $30,000",Independent,California
p30981,Model accuracy,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Illinois
p30982,Model accuracy,Female,18-29,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Independent,Pennsylvania
p30983,Model accuracy,Female,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,Minnesota
p30984,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,New York
p30985,Model accuracy,Female,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent,Missouri
p30986,Model accuracy,Male,30-44,Black / African American,Some college or Associate's degree,"$168,000 or more",Other,Missouri
p30987,Model accuracy,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,California
p30988,Model accuracy,Male,60+,White / Caucasian,Less than high school,"Less than $30,000",Independent,Virginia
p30989,Model accuracy,Female,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,Connecticut
p30990,Model accuracy,Male,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,Maine
p30991,Model accuracy,Male,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,Wyoming
p30992,Model accuracy,Female,45-59,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,California
p30993,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Illinois
